城市,区域,店名,地址,电话,类型,评分,营业时间,品牌,经纬度,ID
江门,蓬江区,江门市蓬江区汇新商贸有限公司,农林横路36号之七,0750-3967987,公司企业;公司;商业贸易,[],,COSTA,"113.077475,22.586268",B0FFFTTJSU
江门,蓬江区,江门市蓬江区江顺通五金制造有限公司,杜阮镇井根村骑龙山工业区17号6号厂房,[],公司企业;公司;公司,[],,COSTA,"112.977384,22.604459",B0J0KC3V73
江门,蓬江区,江门市蓬江区海光饮水设备有限公司,杜阮镇瑶村工业区A区33号,0750-3211761,公司企业;公司;公司,[],,COSTA,"113.037685,22.604806",B0FFGN38IG
江门,蓬江区,江门市蓬江区爱群体育器材厂,棠下镇周郡海滩围54号爱群体育器材厂,0750-3661496,公司企业;公司;公司,[],,COSTA,"113.093072,22.662697",B0FFFRTUKI
江门,蓬江区,江门市蓬江区瑞品五金制品有限公司,杜阮镇井根工业区井根一路33号之一厂房,[],公司企业;公司;公司,4.4,,COSTA,"112.990900,22.613140",B0FFICQO8S
江门,蓬江区,江门市蓬江区硕泰电器有限公司,江杜西路99号,0750-3655601,购物服务;家电电子卖场;家电电子卖场,[],,COSTA,"112.995281,22.604226",B0FFHXK68Y
江门,蓬江区,江门市蓬江区茵豪电器有限公司,龙湾路198号,0750-3239280;0750-3852406,公司企业;公司;公司,[],,COSTA,"113.048857,22.567577",B0FFFDIXNN
江门,蓬江区,江门市蓬江区誉亮照明电器厂,南华东路75号2栋3层,[],公司企业;公司企业;公司企业,[],,COSTA,"113.153878,22.648487",B0H1YHWWE9
江门,蓬江区,江门市蓬江区誉和实业有限公司,江门市蓬江区钻石路9号,0750-3694612,公司企业;公司;公司,[],,COSTA,"113.148295,22.616351",B0FFL9DDN4
江门,蓬江区,江门市蓬江区讯誉网吧,环市联合村警务区旁商铺第二层,[],体育休闲服务;娱乐场所;网吧,4.0,,COSTA,"113.058021,22.634384",B0FFG23C68
江门,蓬江区,江门市蓬江区超声电器有限公司,天河中路198号万丰园工业区17栋,[],公司企业;公司;公司,[],,COSTA,"113.068122,22.582927",B0LBMD03FF
江门,蓬江区,江门市蓬江区连生发织造有限公司,北昌东路41号,[],公司企业;公司;公司,3.6,,COSTA,"113.131668,22.683733",B0JBT99NGG
江门,蓬江区,江门市蓬江区金丰包装有限公司,棠下镇金岭工业区,0750-3586688,公司企业;公司;公司,[],,COSTA,"113.034046,22.669371",B02EE01J41
江门,蓬江区,江门市蓬江区金焕五金制品有限公司,杜阮镇上巷村黄泥坑工业区厂房自编A区,[],公司企业;公司;公司,[],,COSTA,"113.012914,22.590809",B0FFI38VGN
江门,蓬江区,江门市蓬江区鑫帝五金电器有限公司,荷塘镇唐溪村红庙坊2巷14号之二厂房,18123501066,公司企业;公司;公司,4.1,,COSTA,"113.119627,22.690896",B0H31CY9JW
江门,蓬江区,江门市蓬江区钻塑塑料实业有限公司,荷塘镇西堤二路7号之3号,0750-3756990,公司企业;公司;公司,[],,COSTA,"113.106052,22.665885",B0FFMCU627
江门,蓬江区,江门市蓬江区长荣五金制品有限公司,棠下镇天乡管理区仓边,[],公司企业;公司;冶金化工,[],,COSTA,"113.062720,22.763273",B0FFI152DU
江门,蓬江区,江门市蓬江区隆康五金制品有限公司,杜阮北一路,[],公司企业;公司;公司,[],,COSTA,"113.038450,22.606340",B0FFLFP5ZN
江门,蓬江区,江门市蓬江区隆盛动物药业有限公司,篁庄新园里2号,13826173791,公司企业;公司;医药公司,[],,COSTA,"113.076519,22.623184",B0KDD784VA
江门,蓬江区,江门市蓬江区领航人力资源服务有限公司,江门万达广场12幢213-214室,0750-2049137,生活服务;人才市场;人才市场,4.4,,COSTA,"113.085204,22.618520",B0G1NC3MQF
江门,蓬江区,江门市蓬江区颖祥电机制造有限公司,天湖大道45号,0750-3113352;13380983948,公司企业;公司;公司,[],,COSTA,"113.023184,22.595009",B0FFGJ7IU9
江门,蓬江区,江门市蓬江区风尚电器制品有限公司,棠下镇金桐路111号先进工业园,[],公司企业;公司;公司,[],,COSTA,"113.005340,22.689640",B0FFKGCKXH
江门,蓬江区,江门市蓬江区鸿联化工有限公司,中兴一路唐溪工业区,0750-3732005,公司企业;公司;冶金化工,[],,COSTA,"113.120997,22.688881",B0FFLFFTPN
江门,蓬江区,江门蓬江区正咏五金有限公司,万洋(荷塘)众创城105-108单元正咏五金,18125776983,公司企业;公司;公司,[],,COSTA,"113.156581,22.672508",B0JAV520OX
江门,蓬江区,沁源咖啡,白沙街道众兴路24号,15362206101,餐饮服务;咖啡厅;咖啡厅,4.0,,,"113.091558,22.577968",B0I6NOBRY0
江门,蓬江区,洛蒂咖啡,江华一路116号,13422535220;13422662855,餐饮服务;咖啡厅;咖啡厅,4.2,,,"113.099576,22.588991",B0HKKSJS4R
江门,蓬江区,满杯·coffee&bar,天河中路30-116号,13189990385,餐饮服务;餐饮相关场所;餐饮相关,3.7,,,"113.071443,22.591932",B0LDCDMV9R
江门,蓬江区,熹COFFEE,蓬莱公园内(东北角),15917835333,餐饮服务;咖啡厅;咖啡厅,4.1,,,"113.087738,22.581650",B0JR2RJTIL
江门,蓬江区,熹r here coffe,岭梅新村101铺,[],餐饮服务;咖啡厅;咖啡厅,4.2,,,"113.080252,22.575988",B0J135GTOQ
江门,蓬江区,爱老虎油咖啡,发展大道2号139-140室4号120室,13536119460,餐饮服务;咖啡厅;咖啡厅,4.1,,,"113.095634,22.615738",B0JUL6GS8D
江门,蓬江区,猫啡,江华一路与凤阳街交叉口南180米,[],餐饮服务;咖啡厅;咖啡厅,3.8,,,"113.100298,22.588761",B0K2F7OFWH
江门,蓬江区,瑞幸咖啡,白沙大道东与建设路交叉口西南200米,[],餐饮服务;咖啡厅;咖啡厅,[],,,"113.084352,22.582640",B0LRCPEO8N
江门,蓬江区,瑞幸咖啡(五邑大学第三食堂店),沂水街五邑大学第三食堂,4000100100,餐饮服务;咖啡厅;咖啡厅,4.0,,,"113.083444,22.591381",B0K3M7R4CK
江门,蓬江区,瑞幸咖啡(永康二街店),永康二街与白沙路交叉口东南20米,[],餐饮服务;咖啡厅;咖啡厅,4.1,,,"113.078426,22.570061",B0LA1U9WB2
江门,蓬江区,瑞幸咖啡(江门一汇广场店),建设路27号101室一汇广场之WGC001号铺,4000100100,餐饮服务;咖啡厅;咖啡厅,4.5,,,"113.086410,22.582546",B0IGTRLS14
江门,蓬江区,瑞幸咖啡(江门万达店),万达广场一层3号门外五邑老街1041号铺,4000100100,餐饮服务;咖啡厅;咖啡厅,4.5,,,"113.084149,22.617954",B0HBRS6A71
江门,蓬江区,瑞幸咖啡(江门中天新地店),院士路69号1层160商铺,4000100100,餐饮服务;咖啡厅;咖啡厅,4.2,,,"113.083641,22.611928",B0J3SU9NIS
江门,蓬江区,瑞幸咖啡(江门中心医院北新路店),锦桥雅苑2栋103铺之一,4000100100,餐饮服务;咖啡厅;咖啡厅,4.5,,,"113.112224,22.606669",B0K2JR68BR
江门,蓬江区,瑞幸咖啡(江门乐盈里店),江侨路71号第一层176号商铺,4000100100,餐饮服务;咖啡厅;咖啡厅,4.3,,,"113.081154,22.627782",B0I21RQHR2
江门,蓬江区,瑞幸咖啡(江门五邑城店),胜利路21号108之22号楼首层,4000100100,餐饮服务;咖啡厅;咖啡厅,4.5,,,"113.085530,22.576275",B0JK4ZPD33
江门,蓬江区,瑞幸咖啡(江门健威广场店),白石大道辅路与天翔路交叉口东南40米,4000100100,餐饮服务;咖啡厅;咖啡厅,4.0,,,"113.076560,22.610177",B0JKRX3WQ0
江门,蓬江区,瑞幸咖啡(江门双龙广场店),建设二路99号109室自编009号铺,4000100100,餐饮服务;咖啡厅;咖啡厅,4.2,,,"113.076871,22.599274",B0KR9OD8ZW
江门,蓬江区,瑞幸咖啡(江门奥园广场店),环市街道江门奥园广场负一层B1-28号,4000100100,餐饮服务;咖啡厅;咖啡厅,4.1,,,"113.093375,22.615775",B0IDDNX3SS
江门,蓬江区,瑞幸咖啡(江门棠下三堡店),江门棠下三堡店,4000100100,餐饮服务;咖啡厅;咖啡厅,4.5,,,"113.010972,22.678609",B0KRNOQ90M
江门,蓬江区,瑞幸咖啡(江门棠下金岭店),棠下金领工业区福强路50号,4000100100,餐饮服务;咖啡厅;咖啡厅,4.3,,,"113.031366,22.666051",B0J0YYKFI2
江门,蓬江区,瑞幸咖啡(江门江华路店),江华一路与凤阳街交叉口西南120米,4000100100,餐饮服务;咖啡厅;咖啡厅,4.4,,,"113.099199,22.589353",B0KDDR9BW8
江门,蓬江区,瑞幸咖啡(江门江边里店),水南路与祈安街交叉口西40米,4000100100,餐饮服务;咖啡厅;咖啡厅,4.1,,,"113.095130,22.586023",B0K6BC894Q
江门,蓬江区,瑞幸咖啡(江门滨港御城店),港口二路1号103室,4000100100,餐饮服务;咖啡厅;咖啡厅,3.7,,瑞幸咖啡,"113.086850,22.610113",B0K0LMTLNH
江门,蓬江区,瑞幸咖啡(江门蓬江地王店),白沙街道胜利路28号地王广场,4000100100,餐饮服务;咖啡厅;咖啡厅,4.3,,,"113.085524,22.576251",B0H1U7ZA04
江门,蓬江区,瑞幸咖啡(荷塘信大广场店),荷塘镇民丰路39号信大商贸有限公司一楼部分场地(1F-A-B1),4000100100,餐饮服务;咖啡厅;咖啡厅,4.1,,,"113.138064,22.642285",B0IADAT58L
江门,蓬江区,瑞幸咖啡(荷塘阳光新天地店),荷塘镇荷兴路8号阳光新天地广场2栋101室,4000100100,餐饮服务;咖啡厅;咖啡厅,4.4,,瑞幸咖啡,"113.131526,22.647570",B0K66HST3W
江门,蓬江区,瑞幸咖啡(蓬江金华商业中心店),东华一路38号首层110号商铺,4000100100,餐饮服务;咖啡厅;咖啡厅,4.4,,,"113.098177,22.593868",B0JABAM9XX
江门,蓬江区,瑞幸咖啡育德街店,育德街15号108室,13422563621,餐饮服务;咖啡厅;咖啡厅,4.3,,,"113.086860,22.607948",B0LBDCFD3I
江门,蓬江区,發圍咖啡,发展大道178号1幢103首层大堂自编A区,13126243024,餐饮服务;咖啡厅;咖啡厅,3.7,,,"113.086684,22.616104",B0K0PUWVSZ
江门,蓬江区,發達咖啡(木朗店),杜阮镇木朗小学宿舍楼南面1号房屋,[],餐饮服务;咖啡厅;咖啡厅,3.9,,,"113.054397,22.593083",B0KBUCM35Y
江门,蓬江区,發達咖啡(棠下店),棠下镇新城区兴棠路一号101,13760544299,餐饮服务;咖啡厅;咖啡厅,4.4,,,"113.030892,22.678035",B0JA2UCYAJ
江门,蓬江区,發達咖啡(汇悦大融城店),白石大道166号汇悦大融城L1层,13760544299;19928985017,餐饮服务;咖啡厅;咖啡厅,4.0,,,"113.083009,22.612240",B0FFKTQAAS
江门,蓬江区,發達咖啡(浮石市场店),浮石路浮石市场北3门,13760544299,餐饮服务;咖啡厅;咖啡厅,3.8,,,"113.097727,22.580909",B0I0HMON1D
江门,蓬江区,發達咖啡(西江御府店),西江御府新宁街12号102铺,13760544299;15992143267,餐饮服务;咖啡厅;咖啡厅,4.4,,,"113.109584,22.608282",B0GKUHH2FY
江门,蓬江区,白日梦咖啡屋,丰泰路40号103室,[],餐饮服务;咖啡厅;咖啡厅,3.8,,,"113.079964,22.604615",B0JGG7VAV1
江门,蓬江区,盒子咖啡boxxcoffee,兴棠路7号101室,13676173636,餐饮服务;咖啡厅;咖啡厅,4.3,,,"113.030051,22.677392",B0I197WBFJ
江门,蓬江区,破秩序Coffee(外贸大厦店),建设路82号之1号,[],餐饮服务;咖啡厅;咖啡厅,4.4,,,"113.082686,22.588611",B0KBNZI8YH
江门,蓬江区,碰碰运气pengpengluckshop(江华店),江华一路97号109室之一,18575068882,购物服务;购物相关场所;购物相关场所,4.4,,,"113.097648,22.586617",B0KK95KYZR
江门,蓬江区,碰碰运气pengpengluckshop2.0,白沙大道西21号,13145906796,餐饮服务;餐饮相关场所;餐饮相关,4.3,,,"113.077429,22.575334",B0KUN7NGY7
江门,蓬江区,社交咖啡social coffee(美景豪庭写字店),港口一路105号地铺201,18666962119,餐饮服务;咖啡厅;咖啡厅,4.4,,,"113.097960,22.598873",B0FFL7A0QS
江门,蓬江区,福禄寿咖啡,蓬莱路与高第里交叉口东北180米,[],餐饮服务;咖啡厅;咖啡厅,3.1,,,"113.088749,22.582560",B0KUJLK7HN
江门,蓬江区,禾沐咖啡(西江悦府店),甘化一街2号104-105铺,15322126514,餐饮服务;咖啡厅;咖啡厅,4.4,,,"113.108242,22.611252",B0J6RCNKI2
江门,蓬江区,秘密基地咖啡店,水南路与江华一路交叉口东南100米,[],餐饮服务;咖啡厅;咖啡厅,4.0,,,"113.097420,22.584246",B0JBOZL1ZA
江门,蓬江区,究极体咖啡,白石大道232号107室之二(鸿彩广告旁),13126253151;13318656101,餐饮服务;咖啡厅;咖啡厅,3.9,,,"113.074713,22.610310",B0IAXZ1USA
江门,蓬江区,第2杯,江华一路长塘里46号101,0750-3065725;13688521556;15813794401,餐饮服务;餐饮相关场所;餐饮相关,4.0,,,"113.096748,22.584490",B0FFIUPOU0
江门,蓬江区,简爱咖啡(天河小苑店),天河小苑南门旁,13534761090,餐饮服务;咖啡厅;咖啡厅,4.0,,,"113.083758,22.608440",B0FFI0C99D
江门,蓬江区,米舍咖啡馆(中远大厦远景阁写字楼店),港口一路13号-2远景阁32E,[],餐饮服务;咖啡厅;咖啡厅,3.8,,,"113.092625,22.588825",B0FFM9E2F7
江门,蓬江区,繁荣咖啡BOOM COFFEE(中天店),院士路72号152,18026868156,餐饮服务;咖啡厅;咖啡厅,4.3,,,"113.084957,22.612177",B0IANLKL3D
江门,蓬江区,红绿灯咖啡馆,迎宾大道西16号二楼,[],餐饮服务;咖啡厅;咖啡厅,4.4,,,"113.074662,22.597980",B0JA2RCR7J
江门,蓬江区,纳福咖啡,杜阮镇木朗大仙庙前自编1号房屋之自编E区2号,13244928662,餐饮服务;咖啡厅;咖啡厅,4.4,,,"113.053318,22.586696",B0KUV7URB5
江门,蓬江区,纵云cocktail&烧鸟bar,天河中路30-116号,13929072825,餐饮服务;咖啡厅;咖啡厅,3.9,,,"113.071450,22.591942",B0K3Y9EJ1W
江门,蓬江区,绝章国粹(金港小苑店),港口一路179号102地铺,17728200696,餐饮服务;咖啡厅;咖啡厅,4.0,,,"113.099123,22.601531",B0JR67PD8C
江门,蓬江区,翡萃咖啡JADE&COFFEE,送江区江华里119号首层,15322660838;15917311189,餐饮服务;咖啡厅;咖啡厅,3.8,,,"113.100013,22.586739",B0JDBMGBAL
江门,蓬江区,老杨咖啡,丹井里46号102,13560462086,餐饮服务;咖啡厅;咖啡厅|餐饮服务;冷饮店;冷饮店,4.4,,,"113.092843,22.593747",B0LR7RJRC4
江门,蓬江区,肆方咖啡,环市一路70号-7首层,13048149996,餐饮服务;咖啡厅;咖啡厅,4.0,,,"113.076222,22.587186",B0IDGHTGYB
江门,蓬江区,肆桂里·咖啡·阅读·会议,迎宾大道中与丰乐路交叉口东北140米,[],餐饮服务;餐饮相关场所;餐饮相关,4.0,,,"113.091784,22.603056",B0K1OLXRSM
江门,蓬江区,肯悦咖啡(中天国际店),院士路69号中天新地,[],餐饮服务;咖啡厅;咖啡厅,3.9,,,"113.083375,22.611425",B0K04ORY49
江门,蓬江区,肯悦咖啡(里村大道店),里村大道与东里路交叉口东南160米,[],餐饮服务;咖啡厅;咖啡厅,4.0,,,"113.068625,22.599275",B0K0UXR7RU
江门,蓬江区,艺舍咖啡,堤中路29号,15220758468,餐饮服务;咖啡厅;咖啡厅,3.8,,,"113.091695,22.575965",B0J1YRPKJO
江门,蓬江区,芊羲-QIANXI CAKE&COFFEE,里村大道23号金域广场自编1号,15362234023,餐饮服务;糕饼店;糕饼店,3.8,,,"113.069131,22.598672",B0K14YY2Z5
江门,蓬江区,花咖啡,潮江路23号首层,13422687350,餐饮服务;咖啡厅;咖啡厅,4.2,,,"113.095836,22.599756",B0FFGE91OW
江门,蓬江区,苏三咖啡(嘉悦名都小区店),惠德路15号107-2,14749687923,餐饮服务;咖啡厅;咖啡厅,4.0,,,"113.090123,22.625354",B0I1BZTBQX
江门,蓬江区,若初cafe(高第里小区店),高第里小区,13356420841,餐饮服务;咖啡厅;咖啡厅,4.1,,,"113.089249,22.579958",B0J3GAZO10
江门,蓬江区,茶开己花Tea&Coffee,兴宁路45号,18029621142,餐饮服务;餐饮相关场所;餐饮相关,4.1,,,"113.091339,22.578027",B0J14LYCZH
江门,蓬江区,菁檀咖啡屋(锦绣苑店),丰泰路11号103(逸豪酒店后嘉盛华庭与锦绣苑之间),13929043999,餐饮服务;咖啡厅;咖啡厅,4.1,,,"113.079879,22.603962",B0FFFRG9HR
江门,蓬江区,華盛咖啡公司,育德街51号都荟城3号门3楼,0750-3386667,餐饮服务;咖啡厅;咖啡厅,4.1,,,"113.082121,22.607363",B0GUS9QOIW
江门,蓬江区,萌茶咖啡店,康乐里17号之一104,13929069392,餐饮服务;咖啡厅;咖啡厅,3.7,,,"113.083267,22.585813",B0JKJ5JSX4
江门,蓬江区,萌茶咖啡店,康乐里17号之一104,13929069392,餐饮服务;咖啡厅;咖啡厅,3.8,,,"113.093454,22.585414",B0KK47TIV7
江门,蓬江区,葱咖啡,天宁路3号108室,13232942560,餐饮服务;咖啡厅;咖啡厅,4.2,,,"113.076089,22.592749",B0KAYR1LMZ
江门,蓬江区,蓬江区,蓬江区,[],地名地址信息;普通地名;区县级地名,[],,COSTA,"113.078914,22.595285",B02EE02A8G
江门,蓬江区,蓬江区博物馆,中山公园中山纪念堂内,[],科教文化服务;博物馆;博物馆,4.2,,COSTA,"113.088754,22.578005",B0GR5C42MK
江门,蓬江区,蓬江区择艺广告设计部,东华一路23号4卡择艺广告,15088135571,公司企业;公司;广告装饰,4.0,,COSTA,"113.101454,22.590740",B0GDFYV78C
江门,蓬江区,蓬江区新艺文化传播中心,杜阮镇江杜中路149号,0750-3670783,科教文化服务;科教文化场所;科教文化场所|购物服务;购物相关场所;购物相关场所,[],,COSTA,"113.014149,22.603362",B0FFG2SCH2
江门,蓬江区,蓬江区格兰丁咖啡店,丰盛路24-101号,[],餐饮服务;咖啡厅;咖啡厅,4.3,,,"113.086285,22.606781",B0K6T5NGFH
江门,蓬江区,蓬江区红砖屋咖啡店,鹅峰里53号楼,13652721006,餐饮服务;咖啡厅;咖啡厅,4.0,,,"113.090189,22.646318",B0IRGCB0KM
江门,蓬江区,蓬江区群芳推拿中心,丹井里4号105铺,[],生活服务;洗浴推拿场所;洗浴推拿场所,4.1,,COSTA,"113.093691,22.593078",B0FFF42I8B
江门,蓬江区,蓬江区翔辉金属制品有限公司,杜阮镇杜阮村工业区30号,0750-2632967,公司企业;公司;公司,[],,COSTA,"113.010358,22.596298",B02EE01JRU
江门,蓬江区,蓬江区舍捨咖啡店,丰乐二街18号130铺,13750332202,餐饮服务;咖啡厅;咖啡厅,3.7,,,"113.082839,22.603278",B0HGPAS0SO
江门,蓬江区,蓬江区顶引咖啡店,天长路45号101室,[],餐饮服务;咖啡厅;咖啡厅,2.6,,,"113.077782,22.611787",B0K07ADA6G
江门,蓬江区,蓬江区领羽运动馆,环市二路12号,13326808510,体育休闲服务;运动场馆;综合体育馆,4.1,,COSTA,"113.074493,22.583312",B0K03C5BFW
江门,蓬江区,虎头炸·潮汕南乳炸鸡(地王广场店),胜利路地王广场一楼瑞幸咖啡旁,[],餐饮服务;快餐厅;快餐厅,4.5,,瑞幸咖啡,"113.085048,22.577351",B0K2NHXDAV
江门,蓬江区,虾乐·Coffee营地,环市街道港口二路西109-3新,18575022200,公司企业;公司;公司,4.1,,,"113.096244,22.617371",B0KDFU3U05
江门,蓬江区,识叹咖啡(碧桂园·滨江天际店),华盛路116号,[],餐饮服务;咖啡厅;咖啡厅,4.1,,,"113.075619,22.662685",B0K6MUHE65
江门,蓬江区,诺文咖啡行,堤东街道堤东路231号,0750-3323345,餐饮服务;咖啡厅;咖啡厅,4.4,,,"113.093823,22.577765",B0FFGSE10L
江门,蓬江区,越南咖啡(叁十三墟街店),兴宁路45号三十三墟入口处,13422712638,餐饮服务;咖啡厅;咖啡厅,4.4,,,"113.091155,22.578286",B0FFKT1N40
江门,蓬江区,跃进路,蓬江区,[],地名地址信息;交通地名;道路名,[],,COSTA,"113.094180,22.582259",B0KUHBIFZ3
江门,蓬江区,轮尚咖啡(Ti Coffee),瑶村小苑54号,13750336901;15089839504,购物服务;购物相关场所;购物相关场所,4.0,,,"113.046127,22.604265",B0I1VPV3PE
江门,蓬江区,远山咖啡鲜花(越秀天悦星院店),江侨路4号106(天悦星院靠近联通大厦路边),[],餐饮服务;咖啡厅;咖啡厅,4.1,,,"113.094640,22.629978",B0J2TH8L3W
江门,蓬江区,邑乐游(中旅巴士站)江门金汇商场店,迎宾大道中116号102室金汇广场首层(瑞幸咖啡门口进),13427136037,生活服务;生活服务场所;生活服务场所,3.5,,瑞幸咖啡,"113.084484,22.601633",B0K0ZCSEXU
江门,蓬江区,邑喜咖啡(岭江一品店),岭江一品28号101,[],餐饮服务;咖啡厅;咖啡厅,4.1,,,"113.093964,22.639029",B0I6MU13S7
江门,蓬江区,邮轮咖啡Cruise Coffee,天沙河碧道3号便民服务站(篁庄公园西南侧),19864226833,餐饮服务;咖啡厅;咖啡厅,4.0,,,"113.069697,22.628466",B0I1VAVZVW
江门,蓬江区,部落咖啡,启华里47号,13005859536,餐饮服务;咖啡厅;咖啡厅,3.9,,,"113.097635,22.595984",B0KUCX72XG
江门,蓬江区,醇自烘咖啡,康乐里17号104,13788873196,餐饮服务;咖啡厅;咖啡厅,3.8,,,"113.093454,22.585414",B0HK37TEGM
江门,蓬江区,醒COFFEE(丽宫店),潮江一横路18号-11首层,18933160047,餐饮服务;餐饮相关场所;餐饮相关,3.9,,,"113.093554,22.598277",B0JRUO5TMR
江门,蓬江区,醒神咖啡,沂水街与天怡路交叉口西南60米,[],餐饮服务;咖啡厅;咖啡厅,3.6,,,"113.081043,22.592757",B0K011FOM6
江门,蓬江区,醒醒咖啡(美景里店),潮江路19号首层8-9,15014332221,餐饮服务;咖啡厅;咖啡厅,3.9,,,"113.096031,22.599622",B0H377DGMV
江门,蓬江区,野·Wild coffee,紫坭路41号,15994857511,餐饮服务;咖啡厅;咖啡厅,4.0,,,"113.084954,22.573517",B0LB31D3MW
江门,蓬江区,金捷成咖啡奶茶原材料,环市三路29号,13828049068;18029616190,餐饮服务;咖啡厅;咖啡厅|购物服务;专卖店;专营店,4.1,,,"113.077193,22.567980",B0FFL2JC56
江门,蓬江区,金榜咖啡,永盛路与永盛一街交叉口南160米,[],餐饮服务;咖啡厅;咖啡厅,3.7,,,"113.068598,22.568278",B0J3UZXBI9
江门,蓬江区,铚臻咖啡GiginCoffee,环市街道迎宾大道中9号1幢首层,13702280397,餐饮服务;咖啡厅;咖啡厅,4.5,,,"113.096179,22.602792",B0K2VSPGAN
江门,蓬江区,阿木同学的日常·面包·咖啡·甜点,美景里93号101室,[],餐饮服务;糕饼店;糕饼店,3.6,,,"113.094809,22.596857",B0LUOCIOAP
江门,蓬江区,陶COFFEE,潮连镇坦边方岳街5巷(江门职业技术学院对面),[],餐饮服务;咖啡厅;咖啡厅,4.2,,,"113.110910,22.632366",B0KKZUUNKP
江门,蓬江区,雅之博咖啡馆,良化西132号之118号,13232908383;15113955563,餐饮服务;咖啡厅;咖啡厅,3.9,,,"113.103379,22.604764",B0FFGDG3CA
江门,蓬江区,雾WU.COFFEE,新市路与钓台路交叉口西南20米,[],餐饮服务;咖啡厅;咖啡厅,3.7,,,"113.092368,22.578009",B0KRCA8EEW
江门,蓬江区,雾咖啡wucoffee(三十三墟街店),更兴路10号,13232889327,餐饮服务;餐饮相关场所;餐饮相关,3.9,,,"113.091273,22.576898",B0JR2RKGSM
江门,蓬江区,鸦青咖啡,跃进路南芬里38号,13536060117,餐饮服务;咖啡厅;咖啡厅,4.3,,,"113.094910,22.580656",B0J14SWBAJ
江门,蓬江区,鹤禧荟coffee,潮连大道176号,13427406068,餐饮服务;咖啡厅;咖啡厅,4.2,,,"113.116647,22.628294",B0I1HZPA3X
江门,蓬江区,鹿逢星河咖啡店,万科金域华府江侨路180号111室(亚朵酒店对面),[],餐饮服务;咖啡厅;咖啡厅,4.0,,,"113.072109,22.629604",B0KKSS42Q3
江门,蓬江区,麦田咖啡(泰成大厦店),港口二路36号泰成大厦F1层,0750-3106886;0750-3909886,餐饮服务;外国餐厅;西餐厅(综合风味)|餐饮服务;咖啡厅;咖啡厅,4.5,,,"113.099485,22.609075",B0FFG876QA
江门,蓬江区,黑MAMA咖啡,建设路10号,13106978730,餐饮服务;咖啡厅;咖啡厅,4.1,,,"113.086096,22.578898",B0I03HWHHA
江门,鹤山市,11咖啡,平安大道与共和大道交叉口西南140米,[],餐饮服务;咖啡厅;咖啡厅,2.9,,,"112.891489,22.577576",B0JK2XU45F
江门,鹤山市,17CAFE (裕民路店),沙坪街道裕民路94号,13232933017,餐饮服务;咖啡厅;咖啡厅,4.0,,,"112.964014,22.771282",B0FFIGBMMJ
江门,鹤山市,17CAFE(保利店),[],[],餐饮服务;咖啡厅;咖啡厅,4.3,,,"112.978529,22.766023",B0K13RV1YO
江门,鹤山市,17CAFE(凯旋城店),经华路401号,18688603117,餐饮服务;咖啡厅;咖啡厅,4.0,,,"112.956351,22.755348",B0KR7LMUAJ
江门,鹤山市,17CAFE(新鹤路店),沙坪街道新鹤路204号,18575060551,餐饮服务;咖啡厅;咖啡厅,4.3,,,"112.966721,22.769723",B0GKNA86UG
江门,鹤山市,33号鲜花咖啡馆,沙坪镇镇南新村33号,[],餐饮服务;咖啡厅;咖啡厅,3.9,,,"112.951053,22.754802",B0KAYC4AKD
江门,鹤山市,36m咖啡店,奥园峻廷湾售楼部侧36m咖啡店,[],餐饮服务;咖啡厅;咖啡厅,3.8,,,"112.949973,22.773935",B0KACCSSJW
江门,鹤山市,3M咖啡-Coffee,址山镇莲花街址山文化广场02商铺,[],餐饮服务;咖啡厅;咖啡厅,4.2,,,"112.787631,22.516324",B0L661EU53
江门,鹤山市,77 COFFEE(seven&seven),富华路125号铺,18948073731,餐饮服务;咖啡厅;咖啡厅,3.8,,,"112.958190,22.772813",B0G3YZTYN2
江门,鹤山市,A9 coffee,中山路与越楼大道交叉口南200米,18138000895,餐饮服务;咖啡厅;咖啡厅,4.4,,,"112.959435,22.777902",B0JRFHL303
江门,鹤山市,AC.秋日咖啡馆(沙坪四小店),沙坪镇富华路254号,[],餐饮服务;咖啡厅;咖啡厅,4.0,,,"112.958206,22.774219",B0K3L5AIBK
江门,鹤山市,BASECAFE,经华路与前进南路交叉口东400米,[],餐饮服务;咖啡厅;咖啡厅,3.6,,,"112.961229,22.754534",B0L6HCI1SD
江门,鹤山市,COFFEE G.大猪咖啡店,中东西涌尾村101号靠江边一侧,13005893203,餐饮服务;咖啡厅;咖啡厅,4.1,,,"112.966557,22.784658",B0JBBMYUDU
江门,鹤山市,COFFEESTOP,保利中央花园二期商铺158号,13680478420,餐饮服务;咖啡厅;咖啡厅,3.9,,,"112.979667,22.765190",B0JU1CZ5LQ
江门,鹤山市,Cecool coffee车库咖啡,乐民村29号,18819432846,餐饮服务;咖啡厅;咖啡厅,3.5,,,"112.962567,22.769977",B0KRZMDOA2
江门,鹤山市,Double House coffee,保利中央花园·中韵,[],餐饮服务;咖啡厅;咖啡厅,[],,,"112.979842,22.764962",B0LUXAGZMS
江门,鹤山市,ELEVEN coffee,共和镇157号之1-2卡,15876545022,餐饮服务;咖啡厅;咖啡厅,4.0,,,"112.891468,22.577661",B0IRFA6RK5
江门,鹤山市,Feel so cafe啡尝爱,碧桂园悦湖湾一街6号之十二,13422510556,餐饮服务;咖啡厅;咖啡厅,4.3,,,"112.959229,22.746376",B0J06UO3IV
